segment_id,start_sec,end_sec,timestamp,reasons,low_confidence_words,average_word_probability,minimum_word_probability,text
581,1326.9,1328.72,00:22:06.900 --> 00:22:08.720,低信心詞 1 個：實,實,0.8097,0.1996,實際配置策略是為何
582,1330.26,1331.44,00:22:10.260 --> 00:22:11.440,低信心詞 1 個：那,那,0.6133,0.0303,那感謝提問
583,1332.0,1334.4,00:22:12.000 --> 00:22:14.400,低信心詞 1 個：那,那,0.8765,0.422,那財務結構的穩健呢
584,1334.4,1335.7,00:22:14.400 --> 00:22:15.700,低信心詞 1 個：跟,跟,0.8747,0.2352,跟抗風險能力呢
589,1346.0,1349.04,00:22:26.000 --> 00:22:29.040,低信心詞 2 個：那我們、未,那我們、未,0.848,0.3861,那我們跟充裕的未動用銀行額度
591,1352.16,1354.58,00:22:32.160 --> 00:22:34.580,低信心詞 1 個：那,那,0.8844,0.4294,那因為集團跨越了不同的國家
592,1354.58,1356.94,00:22:34.580 --> 00:22:36.940,低信心詞 2 個：所以、每,所以、每,0.8478,0.4461,所以每個國家每個公司
594,1357.98,1359.7,00:22:37.980 --> 00:22:39.700,低信心詞 1 個：那,那,0.9008,0.3524,那就集團的角度而言
600,1371.36,1373.2,00:22:51.360 --> 00:22:53.200,低信心詞 2 個：的、呢,的、呢,0.8332,0.0503,那我們做出的這些提前因應呢
602,1374.42,1375.74,00:22:54.420 --> 00:22:55.740,低信心詞 1 個：我們,我們,0.871,0.3383,我們有兩大考量
606,1381.78,1383.44,00:23:01.780 --> 00:23:03.440,低信心詞 1 個：我們,我們,0.9339,0.4506,我們宜蘭智慧物流中心
607,1383.44,1384.72,00:23:03.440 --> 00:23:04.720,低信心詞 2 個：我們的、流,我們的、流,0.7147,0.3246,還有我們的育流廠房
608,1384.72,1386.52,00:23:04.720 --> 00:23:06.520,低信心詞 1 個：呢,呢,0.85,0.1015,那這部分有公告的金額呢
621,1410.58,1412.56,00:23:30.580 --> 00:23:32.560,低信心詞 4 個：那、關、流、房,那、關、流、房,0.5338,0.0397,那關於育流廠房部分呢
625,1418.36,1420.78,00:23:38.360 --> 00:23:40.780,低信心詞 1 個：IS,IS,0.8776,0.0781,就是目前國際國內的PIS法規
634,1438.68,1441.96,00:23:58.680 --> 00:24:01.960,低信心詞 2 個：一個、一個,一個、一個,0.8212,0.3733,如果沒有原本的一個比較大量的一個基礎之上
636,1444.72,1446.6,00:24:04.720 --> 00:24:06.600,低信心詞 1 個：邊,邊,0.8786,0.2401,邊際成本就會高出很多
637,1446.6,1448.64,00:24:06.600 --> 00:24:08.640,低信心詞 1 個：它,它,0.8873,0.2383,也就是它邊際的效益會降低很多
644,1465.88,1467.28,00:24:25.880 --> 00:24:27.280,低信心詞 1 個：流,流,0.7258,0.0336,育流廠房的一個部分
645,1467.28,1468.2,00:24:27.280 --> 00:24:28.200,低信心詞 1 個：那,那,0.6132,0.1105,那主要呢
646,1468.2,1469.72,00:24:28.200 --> 00:24:29.720,低信心詞 1 個：還有,還有,0.872,0.2852,還有另外一個最主要關鍵的原因
654,1488.44,1492.68,00:24:48.440 --> 00:24:52.680,低信心詞 2 個：P、IS,P、IS,0.8697,0.295,然後還有我們對PIS法規的管理的信心的提高
656,1494.88,1497.26,00:24:54.880 --> 00:24:57.260,低信心詞 2 個：流、期,流、期,0.7558,0.0043,所以我們會先育流一部分廠房來應應你們的期待
657,1497.28,1499.26,00:24:57.280 --> 00:24:59.260,低信心詞 1 個：一個,一個,0.8508,0.4185,對於整體未來的一個發展的需要
659,1501.1,1501.54,00:25:01.100 --> 00:25:01.540,低信心詞 1 個：謝謝,謝謝,0.4471,0.4471,謝謝
662,1505.84,1507.64,00:25:05.840 --> 00:25:07.640,低信心詞 3 個：會、有、說,會、有、說,0.7187,0.3599,會不會有增加說明呢
667,1522.06,1524.78,00:25:22.060 --> 00:25:24.780,低信心詞 1 個：市,市,0.9313,0.4066,我們這個產品在日本同類市場
668,1524.78,1527.02,00:25:24.780 --> 00:25:27.020,低信心詞 1 個：長,長,0.8253,0.0989,長期名列最受歡迎品項
669,1527.28,1529.22,00:25:27.280 --> 00:25:29.220,低信心詞 2 個：那、導,那、導,0.5775,0.0871,那希望導到台灣之後
671,1532.28,1536.72,00:25:32.280 --> 00:25:36.720,低信心詞 1 個：幸,幸,0.9489,0.2991,那進一步補強幸輝在消化系統用藥領域的產品完整性
674,1542.14,1543.86,00:25:42.140 --> 00:25:43.860,低信心詞 1 個：這,這,0.8527,0.204,那這剛剛有報告到
679,1555.58,1558.28,00:25:55.580 --> 00:25:58.280,低信心詞 3 個：月、面、健,月、面、健,0.6367,0.033,月面用藥在健保用藥排名第三
680,1559.64,1562.02,00:25:59.640 --> 00:26:02.020,低信心詞 1 個：那,那,0.8246,0.3193,那國內的市場目前來看
683,1567.02,1568.22,00:26:07.020 --> 00:26:08.220,低信心詞 1 個：到,到,0.8228,0.4649,可能是6到8
690,1584.76,1586.58,00:26:24.760 --> 00:26:26.580,低信心詞 1 個：我們,我們,0.8697,0.4671,我們認為我們的合作
694,1590.44,1592.5,00:26:30.440 --> 00:26:32.500,低信心詞 1 個：原,原,0.84,0.1529,我們也跟其他原本合作的
703,1612.92,1613.66,00:26:52.920 --> 00:26:53.660,低信心詞 1 個：共,共,0.826,0.4425,共同開發
704,1613.66,1614.9,00:26:53.660 --> 00:26:54.900,低信心詞 1 個：還有,還有,0.8598,0.3223,還有技術授權
708,1622.26,1624.02,00:27:02.260 --> 00:27:04.020,低信心詞 1 個：代,代,0.895,0.4687,消化系統代理
709,1624.02,1625.86,00:27:04.020 --> 00:27:05.860,低信心詞 1 個：啊,啊,0.7968,0.2588,然後無菌製劑啊
716,1639.14,1642.08,00:27:19.140 --> 00:27:22.080,低信心詞 2 個：自己、和,自己、和,0.8583,0.3197,以我們自己本身的能量和資源
724,1655.32,1660.92,00:27:35.320 --> 00:27:40.920,低信心詞 2 個：那、經,那、經,0.7912,0.0212,那以上謝謝副總經濟的說明與分享
727,1666.38,1667.76,00:27:46.380 --> 00:27:47.760,低信心詞 2 個：問、會,問、會,0.7442,0.368,我們今天訪問會就到這邊
